"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sconekv-manager",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output tpcc-sconekv-80-1024-3072-512000-1-0-20210415-133216-0.csv 1 600",,,,"Date:","15 Apr 2021 13:32:18 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
15-04 13:36:08,40.099,10.149,49.505,0,0.248,5826301952,25106948096,84013056,2515517440,0,40960,892317,588021
15-04 13:36:09,48.485,11.111,40.152,0,0.253,5826822144,25105256448,84013056,2516664320,0,0,1128355,720355
15-04 13:36:10,57.868,13.706,27.411,0.508,0.508,5837979648,25085411328,84013056,2525126656,0,9162752,1231714,711886
15-04 13:36:11,61.965,11.335,26.448,0,0.252,5840154624,25065959424,84013056,2541912064,0,0,984556,621092
15-04 13:36:12,72.727,12.879,14.394,0,0,5843722240,25040195584,84013056,2563543040,0,0,1056173,664967
15-04 13:36:13,83.042,9.476,7.232,0,0.249,5851222016,25010700288,84017152,2585112576,0,86016,1826106,1033180
15-04 13:36:14,78.987,11.139,9.873,0,0,5851000832,24985378816,84017152,2609790976,0,0,1566953,949966
15-04 13:36:15,72.544,12.594,13.350,1.259,0.252,5792780288,25089855488,84029440,2564472832,0,63262720,1603312,992899
15-04 13:36:16,62.564,11.538,25.128,0.513,0.256,5733044224,25201164288,84049920,2513960960,0,15908864,1643772,1021444
15-04 13:36:17,51.026,12.821,33.846,2.051,0.256,5669916672,25319124992,84078592,2460360704,0,36929536,1226807,758321
15-04 13:36:18,58.481,13.924,27.595,0,0,5673033728,25308782592,84078592,2467352576,0,0,1376527,896968
15-04 13:36:19,62.211,11.568,25.964,0,0.257,5687996416,25284583424,84078592,2476351488,0,0,1444898,844454
15-04 13:36:20,54.523,10.302,34.925,0,0.251,5684514816,25277898752,84078592,2486243328,0,0,1217151,794817
15-04 13:36:21,65.736,10.406,23.604,0,0.254,5692592128,25260503040,84078592,2495340544,0,0,1744827,932322
15-04 13:36:22,64.573,12.060,22.613,0.503,0.251,5634461696,25373294592,84099072,2441842688,0,36941824,1851885,1056727
15-04 13:36:23,53.368,13.472,32.902,0,0.259,5634174976,25372803072,84099072,2442620928,0,0,1585952,964339
15-04 13:36:24,51.759,15.327,32.412,0,0.503,5633875968,25372499968,84099072,2443223040,0,0,1733762,1057213
15-04 13:36:25,57.990,12.629,29.124,0,0.258,5648756736,25357021184,84099072,2443821056,0,0,1536492,975635
15-04 13:36:26,51.289,12.887,35.567,0,0.258,5648060416,25357045760,84099072,2444492800,0,0,1364474,920955
15-04 13:36:27,54.712,12.827,31.675,0.262,0.524,5654376448,25350250496,84099072,2444972032,0,49152,1450614,963426
15-04 13:36:28,57.722,15.190,26.835,0,0.253,5661413376,25342607360,84099072,2445578240,0,0,1779715,1089840
15-04 13:36:29,62.626,13.636,23.485,0,0.253,5661720576,25341427712,84099072,2446450688,0,0,1936327,1113572
15-04 13:36:30,57.031,17.448,23.958,0,1.562,5663719424,25338617856,84099072,2447257600,0,0,1885432,1184541
15-04 13:36:31,60.733,14.398,24.346,0,0.524,5675163648,25326346240,84103168,2448080896,0,163840,1990379,1136883
15-04 13:36:32,58.586,13.889,27.020,0,0.505,5681037312,25319645184,84103168,2448908288,0,40960,1631734,1052609
15-04 13:36:33,55.499,17.391,27.110,0,0,5686796288,25313243136,84103168,2449551360,0,0,1707110,1068564
15-04 13:36:34,57.949,13.077,28.462,0,0.513,5686923264,25312632832,84103168,2450034688,0,0,1717120,1136624
15-04 13:36:35,57.286,16.332,26.131,0,0.251,5687758848,25310945280,84103168,2450886656,0,0,1878714,1119189
15-04 13:36:36,58.333,15.152,25.758,0.505,0.253,5699608576,25298255872,84103168,2451726336,0,4788224,1935569,1093924
15-04 13:36:37,49.874,11.083,38.791,0,0.252,5707014144,25290326016,84103168,2452250624,0,36864,1241044,757171
15-04 13:36:38,59.847,13.555,26.343,0,0.256,5710774272,25285722112,84103168,2453082112,0,0,1758037,1100473
15-04 13:36:39,59.788,14.286,25.661,0,0.265,5713911808,25281626112,84103168,2454036480,0,0,2151848,1225356
15-04 13:36:40,59.398,14.286,26.065,0,0.251,5714931712,25279762432,84103168,2454872064,0,0,2005014,1187135
15-04 13:36:41,64.286,14.796,20.153,0.510,0.255,5728059392,25265696768,84103168,2455801856,0,12529664,2193557,1246280
15-04 13:36:42,61.658,12.694,25.389,0,0.259,5727735808,25264996352,84107264,2456809472,0,53248,2016497,1196921
15-04 13:36:43,60.546,14.888,24.069,0,0.496,5728063488,25263853568,84107264,2457608192,0,0,2031559,1176051
15-04 13:36:44,57.106,15.245,27.390,0,0.258,5728260096,25262907392,84107264,2458349568,0,0,1937076,1197855
15-04 13:36:45,61.578,13.486,24.682,0,0.254,5730664448,25259606016,84107264,2459234304,0,0,2034394,1150469
15-04 13:36:46,58.838,14.394,26.263,0.253,0.253,5743464448,25245790208,84107264,2460229632,0,7413760,2079201,1189085
15-04 13:36:47,58.376,12.944,28.426,0,0.254,5750108160,25238220800,84111360,2461138944,0,45056,1850707,1043995
15-04 13:36:48,56.281,16.080,27.387,0,0.251,5749919744,25237569536,84111360,2461970432,0,0,1953455,1193272
15-04 13:36:49,57.828,15.404,26.263,0,0.505,5749800960,25236901888,84111360,2462740480,0,0,2023932,1199839
15-04 13:36:50,61.809,15.829,22.111,0,0.251,5767213056,25218453504,84111360,2463756288,0,0,1958399,1182071
15-04 13:36:51,58.442,15.844,25.455,0,0.260,5772877824,25211805696,84111360,2464718848,0,1347584,2077585,1186191
15-04 13:36:52,61.795,12.564,25.385,0,0.256,5779013632,25204830208,84115456,2465542144,0,28672,1833994,1145010
15-04 13:36:53,59.796,15.522,24.427,0,0.254,5778915328,25204056064,84115456,2466385920,0,0,2094739,1248033
15-04 13:36:54,59.383,13.111,27.249,0,0.257,5785182208,25196879872,84115456,2467278848,0,0,2001216,1141231
15-04 13:36:55,62.660,14.578,22.506,0,0.256,5798060032,25183268864,84115456,2468007936,0,0,2112739,1160173
15-04 13:36:56,60.207,16.537,22.997,0,0.258,5799268352,25180962816,84115456,2469076992,0,0,2241733,1232260
15-04 13:36:57,61.654,14.536,23.308,0.251,0.251,5803548672,25175785472,84123648,2469953536,0,20480,2068712,1287856
15-04 13:36:58,39.500,9.500,50.750,0,0.250,5803593728,25175203840,84123648,2470477824,0,0,1015339,652271
15-04 13:36:59,6.313,1.515,92.172,0,0,5803544576,25175236608,84123648,2470494208,0,0,105330,92980
15-04 13:37:00,19.949,3.836,75.959,0,0.256,5804138496,25174462464,84123648,2470666240,0,0,627142,388050
15-04 13:37:01,61.461,13.854,24.433,0,0.252,5810171904,25167486976,84123648,2471591936,0,0,1999689,1172170
15-04 13:37:02,56.140,14.286,29.073,0,0.501,5822742528,25154174976,84131840,2472316928,0,77824,1850598,1057855
15-04 13:37:03,64.304,14.430,21.013,0,0.253,5828726784,25147207680,84131840,2473279488,0,0,2230368,1301043
15-04 13:37:04,60.914,14.467,24.365,0,0.254,5828501504,25146564608,84131840,2474127360,0,0,2095531,1267908
15-04 13:37:05,65.051,12.245,22.194,0,0.510,5835276288,25138679808,84131840,2475220992,0,0,2175281,1247365
15-04 13:37:06,65.810,13.882,20.051,0,0.257,5847789568,25125302272,84131840,2476064768,0,0,2262904,1278893
15-04 13:37:07,60.606,14.394,23.990,0.758,0.253,5854240768,25117851648,84140032,2477039616,0,6279168,2172744,1205061
15-04 13:37:08,60.705,15.617,23.426,0,0.252,5853835264,25117253632,84140032,2478018560,0,0,2172900,1315579
15-04 13:37:09,60.750,14.250,24.750,0,0.250,5860048896,25110036480,84140032,2479005696,0,0,1951950,1176221
15-04 13:37:10,63.049,13.437,23.256,0,0.258,5874577408,25094832128,84140032,2479669248,0,0,2025330,1170271
15-04 13:37:11,56.576,15.881,27.295,0,0.248,5872680960,25095667712,84140032,2480701440,0,0,2006787,1205796
15-04 13:37:12,59.288,14.249,25.954,0.254,0.254,5878583296,25088798720,84144128,2481651712,0,12328960,2135035,1236794
15-04 13:37:13,60.668,13.111,25.964,0,0.257,5880397824,25085984768,84144128,2482618368,0,0,2108583,1238540
15-04 13:37:14,60.253,13.924,25.570,0,0.253,5885227008,25080410112,84144128,2483355648,0,0,2075240,1231351
15-04 13:37:15,60.660,13.706,25.381,0,0.254,5897646080,25066967040,84144128,2484342784,0,0,1968122,1072130
15-04 13:37:16,59.845,16.839,23.057,0,0.259,5903208448,25060356096,84144128,2485374976,0,0,2066471,1234220
15-04 13:37:17,59.231,14.872,25.385,0.256,0.256,5903237120,25059532800,84152320,2486140928,0,7299072,2100681,1238363
15-04 13:37:18,63.092,14.713,21.945,0,0.249,5909712896,25052221440,84152320,2486960128,0,0,2192624,1249714
15-04 13:37:19,61.399,13.731,24.611,0,0.259,5916942336,25044004864,84152320,2487922688,0,0,1977367,1147587
15-04 13:37:20,64.010,12.339,23.393,0,0.257,5923446784,25036595200,84152320,2488819712,0,0,2117006,1213065
15-04 13:37:21,58.205,16.667,24.872,0,0.256,5928464384,25030492160,84152320,2489868288,0,0,2086022,1242457
15-04 13:37:22,58.312,15.345,26.087,0,0.256,5929570304,25028579328,84156416,2490662912,0,20480,1934393,1140379
15-04 13:37:23,59.173,14.729,25.840,0,0.258,5934575616,25022590976,84156416,2491617280,0,0,1970591,1226895
15-04 13:37:24,65.897,11.795,22.051,0,0.256,5947318272,25008967680,84156416,2492473344,0,0,2133296,1231871
15-04 13:37:25,61.658,12.435,25.648,0,0.259,5953314816,25002094592,84156416,2493337600,0,0,1894929,1192650
15-04 13:37:26,58.549,15.285,25.648,0,0.518,5953953792,25000898560,84156416,2493878272,0,0,1936600,1173544
15-04 13:37:27,61.917,13.212,24.611,0,0.259,5960208384,24993615872,84160512,2494869504,0,20480,2027766,1159170
15-04 13:37:28,61.809,15.327,22.613,0,0.251,5972320256,24980496384,84160512,2495864832,0,0,2031503,1179815
15-04 13:37:29,64.767,12.694,22.280,0,0.259,5984780288,24967245824,84160512,2496638976,0,0,2069334,1203407
15-04 13:37:30,57.963,16.971,24.804,0,0.261,5985968128,24965292032,84160512,2497376256,0,0,2065307,1300061
15-04 13:37:31,59.740,14.545,25.455,0,0.260,5992116224,24958197760,84160512,2498293760,0,0,2050345,1202737
15-04 13:37:32,60.051,15.013,24.682,0,0.254,6000799744,24948461568,84168704,2499317760,0,57344,1969731,1199952
15-04 13:37:33,61.323,13.740,24.427,0,0.509,6004035584,24944328704,84168704,2500186112,0,0,1975968,1196409
15-04 13:37:34,62.595,15.522,21.374,0,0.509,6015938560,24931500032,84168704,2501079040,0,0,2031060,1177821
15-04 13:37:35,58.629,17.005,24.112,0,0.254,6016221184,24930353152,84168704,2501922816,0,0,1958422,1198595
15-04 13:37:36,59.845,14.249,25.648,0,0.259,6022291456,24923512832,84168704,2502656000,0,0,1883648,1133415
15-04 13:37:37,62.404,14.578,21.995,0.767,0.256,6028771328,24916025344,84172800,2503651328,0,6320128,2092194,1219873
15-04 13:37:38,60,15.385,24.359,0,0.256,6041341952,24902709248,84172800,2504376320,0,0,1823637,1071920
15-04 13:37:39,63.333,14.615,21.538,0,0.513,6040694784,24902488064,84172800,2505220096,0,0,2215669,1314139
15-04 13:37:40,56.410,16.154,27.179,0,0.256,6041583616,24900481024,84172800,2506313728,0,0,1975095,1156640
15-04 13:37:41,63.359,11.959,24.682,0,0,6047518720,24893788160,84172800,2507055104,0,0,2016296,1191780
15-04 13:37:42,55.844,18.182,25.714,0,0.260,6046408704,24893997056,84176896,2507919360,0,36864,1998974,1229898
15-04 13:37:43,62.155,13.784,23.058,0.251,0.752,6058815488,24880656384,84176896,2508836864,0,12898304,2134274,1137995
15-04 13:37:44,60.769,14.615,24.359,0,0.256,6058848256,24879820800,84176896,2509619200,0,0,2098969,1299349
15-04 13:37:45,58.355,14.139,27.249,0,0.257,6061973504,24875585536,84176896,2510708736,0,0,1899752,1129370
15-04 13:37:46,57.990,15.464,26.289,0,0.258,6070251520,24866480128,84176896,2511499264,0,0,1946415,1114988
15-04 13:37:47,58.747,13.316,27.415,0.261,0.261,6076530688,24859414528,84180992,2512269312,0,45056,1845693,1067186
15-04 13:37:48,51.399,13.486,34.606,0,0.509,6082781184,24852742144,84180992,2512678912,0,7663616,1478295,938779
15-04 13:37:49,60.892,14.698,24.147,0,0.262,6084333568,24848916480,84180992,2514923520,0,0,1885897,1081014
15-04 13:37:50,61.675,17.766,20.558,0,0,6100574208,24828895232,84180992,2518614016,0,0,2096171,1108328
15-04 13:37:51,59.391,15.482,24.873,0,0.254,6114340864,24812290048,84180992,2521358336,0,0,1588840,1035112
15-04 13:37:52,53.093,18.041,28.608,0,0.258,6117490688,24805453824,84189184,2524938240,0,40960,1602941,990649
15-04 13:37:53,61.598,16.495,21.649,0,0.258,6139379712,24782815232,84189184,2525663232,0,0,2076889,1207297
15-04 13:37:54,56.522,14.578,28.645,0,0.256,6139133952,24782106624,84189184,2526597120,0,0,1933506,1208819
15-04 13:37:55,59.948,13.874,26.178,0,0,6145597440,24774914048,84189184,2527318016,0,0,1692531,1155319
15-04 13:37:56,59.494,14.177,26.076,0,0.253,6151208960,24768462848,84189184,2528129024,0,0,1942166,1140334
15-04 13:37:57,56.345,15.482,27.919,0,0.254,6153138176,24764149760,84193280,2530467840,0,24576,1631658,977438
15-04 13:37:58,56.675,15.617,27.456,0,0.252,6167801856,24747474944,84193280,2532405248,0,0,1601573,987495
15-04 13:37:59,50.510,11.224,38.010,0,0.255,6173261824,24741351424,84193280,2533052416,0,0,1488402,879216
15-04 13:38:00,57.398,14.541,27.806,0,0.255,6173126656,24740569088,84193280,2533953536,0,0,1848113,1150652
15-04 13:38:01,60.051,15.013,24.682,0,0.254,6181437440,24731590656,84193280,2534600704,0,0,2094047,1111742
15-04 13:38:02,58.416,14.356,25.990,0.743,0.495,6185508864,24726274048,84197376,2535813120,0,24576,2152998,1211750
15-04 13:38:03,62.404,12.276,25.064,0,0.256,6191628288,24719347712,84197376,2536599552,0,32768,1809388,1138176
15-04 13:38:04,59.184,14.796,25.765,0,0.255,6198362112,24711770112,84197376,2537418752,0,0,1946120,1108390
15-04 13:38:05,60.050,15.327,23.869,0,0.754,6207762432,24701726720,84197376,2538049536,0,0,1894931,1151724
15-04 13:38:06,59.335,14.578,25.831,0,0.256,6217379840,24691040256,84197376,2539094016,0,0,1864969,1087849
15-04 13:38:07,57.949,14.615,27.179,0,0.256,6217375744,24690425856,84201472,2539692032,0,24576,1659676,1064303
15-04 13:38:08,56.962,17.215,25.316,0.253,0.253,6223310848,24683597824,84201472,2540556288,0,5865472,1975094,1180648
15-04 13:38:09,58.824,15.857,25.064,0,0.256,6229671936,24676315136,84201472,2541449216,0,0,1888049,1100941
15-04 13:38:10,58.656,15.245,25.840,0,0.258,6237265920,24667992064,84201472,2542166016,0,0,2034645,1163498
15-04 13:38:11,58.105,14.214,26.683,0,0.998,6243344384,24661204992,84201472,2542862336,0,0,1820791,1047259
15-04 13:38:12,55.959,11.917,31.865,0,0.259,6243356672,24660299776,84201472,2543734784,0,45056,1614280,1009918
15-04 13:38:13,62.245,11.224,25.510,0.510,0.510,6253572096,24649453568,84201472,2544340992,0,11726848,1850139,1113188
15-04 13:38:14,55.325,14.026,30.390,0,0.260,6263701504,24638541824,84201472,2545098752,0,0,1744563,1079900
15-04 13:38:15,64.304,13.418,22.025,0,0.253,6269825024,24631582720,84201472,2545926144,0,0,2079327,1212808
15-04 13:38:16,61.209,13.854,24.685,0,0.252,6277513216,24623247360,84201472,2546552832,0,0,1882905,1164912
15-04 13:38:17,55.190,16.456,28.101,0,0.253,6277562368,24622387200,84201472,2547347456,0,49152,1705963,1112047
15-04 13:38:18,62.564,13.846,22.821,0.256,0.513,6283481088,24615563264,84201472,2548232192,0,6742016,2084178,1224185
15-04 13:38:19,62.785,14.684,22.278,0,0.253,6290440192,24607625216,84201472,2549178368,0,0,2065576,1211436
15-04 13:38:20,55.814,14.212,29.716,0,0.258,6297640960,24599875584,84201472,2549714944,0,0,1876846,1089507
15-04 13:38:21,62.595,14.249,22.901,0,0.254,6303670272,24592785408,84201472,2550755328,0,0,2161018,1253784
15-04 13:38:22,61.832,13.232,24.682,0,0.254,6309974016,24585441280,84201472,2551767040,0,32768,2026510,1242183
15-04 13:38:23,60.622,12.435,26.425,0.259,0.259,6310215680,24584474624,84201472,2552471552,0,4849664,2130017,1270326
15-04 13:38:24,60.453,14.106,25.189,0,0.252,6317047808,24576696320,84201472,2553393152,0,4198400,1848397,1086307
15-04 13:38:25,39.241,12.658,47.848,0,0.253,6322593792,24570830848,84201472,2553704448,0,0,919689,628641
15-04 13:38:26,3.038,1.772,94.937,0,0.253,6322532352,24570863616,84201472,2553733120,0,0,80542,75438
15-04 13:38:27,30.670,7.990,58.505,0.258,2.577,6323789824,24569384960,84205568,2553942016,0,28672,1046180,604322
15-04 13:38:28,57.772,11.658,30.052,0,0.518,6329303040,24562630656,84205568,2555150336,0,0,2151419,1212471
15-04 13:38:29,48.454,13.402,37.887,0,0.258,6336065536,24555442176,84205568,2555572224,0,3043328,1343979,852271
15-04 13:38:30,11,4,85,0,0,6336897024,24554541056,84205568,2555641856,0,0,187318,160688
15-04 13:38:31,14.975,3.046,81.726,0,0.254,6336860160,24554508288,84205568,2555711488,0,0,431758,296664
15-04 13:38:32,58.205,13.846,27.436,0.256,0.256,6337708032,24552644608,84205568,2556690432,0,24576,2091707,1209196
15-04 13:38:33,59.033,14.249,26.718,0,0,6349983744,24539492352,84205568,2557554688,0,0,1963755,1136671
15-04 13:38:34,63.517,12.073,23.885,0,0.525,6355378176,24533037056,84205568,2558586880,0,32768,2192068,1188024
15-04 13:38:35,63.452,13.706,22.589,0,0.254,6362140672,24525471744,84205568,2559369216,0,0,2105894,1262233
15-04 13:38:36,58.701,17.143,23.377,0,0.779,6362415104,24524292096,84205568,2560241664,0,0,2019353,1184726
15-04 13:38:37,60.938,13.542,25.521,0,0,6375526400,24510386176,84209664,2561024000,0,24576,2082062,1157518
15-04 13:38:38,53.197,15.090,31.458,0,0.256,6374903808,24509947904,84209664,2562060288,0,0,1744253,1086959
15-04 13:38:39,35.204,8.418,55.612,0.255,0.510,6381129728,24503513088,84209664,2562260992,0,5111808,826550,557397
15-04 13:38:40,4.030,1.763,94.207,0,0,6381191168,24503447552,84209664,2562265088,0,0,80871,72964
15-04 13:38:41,19.898,6.122,73.724,0,0.255,6381363200,24503156736,84209664,2562375680,0,0,445298,338532
15-04 13:38:42,53.885,13.283,32.581,0,0.251,6381711360,24502284288,84213760,2562879488,0,45056,1402443,943363
15-04 13:38:43,54.264,12.145,33.075,0,0.517,6382575616,24500940800,84213760,2563350528,0,0,1776489,979823
15-04 13:38:44,56.818,15.657,26.768,0.505,0.253,6382436352,24499826688,84213760,2564579328,0,9711616,2081948,1265842
15-04 13:38:45,53.368,12.176,34.197,0,0.259,6395187200,24486408192,84213760,2565222400,0,0,1581997,940655
15-04 13:38:46,12.593,4.444,82.963,0,0,6395060224,24486506496,84213760,2565251072,0,0,201217,162912
15-04 13:38:47,17.750,4.750,77.250,0,0.250,6395285504,24486215680,84213760,2565312512,0,45056,338245,265488
15-04 13:38:48,63.010,13.776,22.959,0,0.255,6401474560,24479203328,84213760,2566115328,0,0,2023862,1202788
15-04 13:38:49,54.293,12.626,32.576,0.253,0.253,6407823360,24472039424,84213760,2566909952,0,5214208,1783469,1031263
15-04 13:38:50,22.251,8.184,69.309,0,0.256,6409084928,24470618112,84213760,2567069696,0,0,505557,377778
15-04 13:38:51,4.315,2.284,93.401,0,0,6409019392,24470683648,84213760,2567069696,0,0,113156,98138
15-04 13:38:52,47.368,12.030,40.100,0,0.501,6409166848,24470036480,84217856,2567548928,0,32768,1150356,794566
15-04 13:38:53,46.310,11.705,41.730,0,0.254,6409179136,24469549056,84217856,2568015872,0,0,1462051,876406
15-04 13:38:54,45.524,9.207,45.013,0,0.256,6415327232,24462843904,84217856,2568560640,0,0,1176963,717617
15-04 13:38:55,12.145,3.876,83.721,0,0.258,6415265792,24462876672,84217856,2568589312,0,0,249654,205410
15-04 13:38:56,56.378,16.327,27.041,0,0.255,6421151744,24456052736,84217856,2569494528,0,0,1974906,1109298
15-04 13:38:57,57.990,13.660,28.093,0,0.258,6427525120,24448929792,84226048,2570223616,0,20480,2044563,1171125
15-04 13:38:58,61.598,13.402,24.742,0,0.258,6433730560,24441823232,84226048,2571100160,0,0,2007778,1239634
15-04 13:38:59,42.051,13.333,44.103,0,0.513,6433431552,24441581568,84226048,2571636736,0,0,1202430,780571
15-04 13:39:00,12.531,2.757,84.712,0,0,6433538048,24441450496,84226048,2571657216,0,0,215145,180350
15-04 13:39:01,6.835,2.532,90.380,0,0.253,6433337344,24441614336,84226048,2571689984,0,0,148460,122888
15-04 13:39:02,41.495,9.794,48.196,0.258,0.258,6433918976,24440451072,84234240,2572255232,0,20480,1275963,800338
15-04 13:39:03,46.734,12.060,40.955,0,0.251,6439624704,24434282496,84234240,2572697600,0,0,1139077,732824
15-04 13:39:04,8.040,2.010,89.950,0,0,6439710720,24434184192,84234240,2572709888,0,32768,124236,106338
15-04 13:39:05,22.564,6.154,71.026,0,0.256,6439763968,24433803264,84234240,2573029376,0,0,1048780,582999
15-04 13:39:06,62.025,12.658,24.810,0,0.506,6452744192,24419831808,84234240,2573991936,0,0,1904756,1013914
15-04 13:39:07,26.854,8.184,64.706,0,0.256,6452887552,24419573760,84234240,2574106624,0,0,548972,420321
15-04 13:39:08,4.304,1.519,94.177,0,0,6453092352,24419348480,84242432,2574118912,0,24576,112437,95802
15-04 13:39:09,60.914,13.452,25.381,0,0.254,6465650688,24405929984,84242432,2574958592,0,0,2108703,1209898
15-04 13:39:10,54.663,15.803,29.275,0,0.259,6466162688,24404447232,84242432,2575904768,0,3252224,1913555,1140739
15-04 13:39:11,62.060,13.819,23.869,0,0.251,6466023424,24403832832,84242432,2576642048,0,0,1881219,1132266
15-04 13:39:12,41.753,12.629,45.103,0,0.515,6466297856,24403124224,84242432,2577063936,0,0,1067337,683291
15-04 13:39:13,11,3,85.750,0,0.250,6466236416,24403156992,84242432,2577092608,0,0,174086,139668
15-04 13:39:14,26.598,6.905,65.985,0.256,0.256,6472257536,24396804096,84246528,2577416192,0,36864,1016996,430214
15-04 13:39:15,65.039,15.167,19.023,0,0.771,6472171520,24395624448,84246528,2578640896,0,6582272,2405177,1259226
15-04 13:39:16,58.145,14.787,26.817,0,0.251,6472273920,24394526720,84246528,2579615744,0,0,2041443,1220752
15-04 13:39:17,61.364,14.646,23.737,0,0.253,6478442496,24387624960,84246528,2580332544,0,0,2065046,1205147
15-04 13:39:18,56.667,14.359,28.462,0,0.513,6478311424,24386818048,84246528,2581241856,0,0,1862481,1136112
15-04 13:39:19,62.341,15.013,22.646,0,0,6491303936,24372891648,84246528,2582163456,0,49152,2105418,1213002
15-04 13:39:20,52.041,10.969,36.224,0.255,0.510,6497566720,24365940736,84246528,2582810624,0,4366336,1515687,881586
15-04 13:39:21,5.867,1.276,92.857,0,0,6497591296,24365907968,84246528,2582818816,0,0,108095,98853
15-04 13:39:22,28.101,6.076,65.570,0,0.253,6497628160,24365617152,84246528,2583068672,0,0,777290,552110
15-04 13:39:23,62.245,14.286,23.214,0,0.255,6497615872,24364773376,84246528,2583908352,0,0,2019165,1276859
15-04 13:39:24,61.347,13.217,25.187,0,0.249,6503800832,24357687296,84246528,2584776704,0,36864,2007461,1172857
15-04 13:39:25,59.137,15.482,25.127,0,0.254,6510931968,24349728768,84246528,2585591808,0,0,2014217,1206319
15-04 13:39:26,64.267,13.368,22.108,0,0.257,6523457536,24336637952,84246528,2586136576,0,0,2062679,1232070
15-04 13:39:27,39.846,11.311,48.586,0,0.257,6522699776,24336416768,84246528,2587086848,0,0,1289239,728998
15-04 13:39:28,49.370,13.602,36.776,0,0.252,6522707968,24335847424,84246528,2587635712,0,0,1460782,895883
15-04 13:39:29,29.851,8.955,60.945,0,0.249,6524633088,24332488704,84246528,2589069312,0,20480,464429,347021
15-04 13:39:30,62.657,15.789,21.303,0,0.251,6533828608,24320270336,84246528,2592002048,0,0,1860900,1061819
15-04 13:39:31,56.771,15.365,27.604,0,0.260,6535487488,24316043264,84246528,2594484224,0,0,1794195,1119964
15-04 13:39:32,59.432,14.470,25.840,0,0.258,6550327296,24297967616,84246528,2597638144,0,0,1631454,896298
15-04 13:39:33,58.568,14.322,26.854,0,0.256,6556553216,24290783232,84246528,2598580224,0,0,2039026,1172463
15-04 13:39:34,58.942,14.861,25.945,0,0.252,6556401664,24290156544,84246528,2599333888,0,28672,1984611,1268192
15-04 13:39:35,58.568,13.811,27.366,0,0.256,6562619392,24282951680,84246528,2600292352,0,32768,1826809,1076998
15-04 13:39:36,53.690,15.776,30.280,0,0.254,6562893824,24282042368,84246528,2600919040,0,0,1974208,1165824
15-04 13:39:37,59.126,15.681,24.679,0,0.514,6576848896,24266051584,84246528,2602909696,0,0,1759274,996784
15-04 13:39:38,63.704,14.568,20.741,0,0.988,6591070208,24249659392,84246528,2605015040,0,0,1941389,1159549
15-04 13:39:39,54.798,14.646,30.303,0,0.253,6591303680,24248414208,84250624,2606002176,0,28672,1853253,1092850
15-04 13:39:40,56.959,15.464,26.804,0.515,0.258,6597603328,24241229824,84250624,2606870528,0,4870144,1756886,1025800
15-04 13:39:41,59.494,15.190,24.810,0,0.506,6597742592,24240422912,84250624,2607509504,0,0,1993054,1216396
15-04 13:39:42,59.343,12.879,27.525,0,0.253,6616571904,24220528640,84250624,2608558080,0,0,1837133,1037834
15-04 13:39:43,58.505,14.691,26.804,0,0,6622830592,24213520384,84250624,2609283072,0,0,1997736,1216321
15-04 13:39:44,58.247,13.660,27.320,0.258,0.515,6634643456,24200749056,84254720,2610208768,0,36864,1925806,1124836
15-04 13:39:45,58.701,14.286,25.974,0.779,0.260,6634844160,24199692288,84254720,2611044352,0,11427840,1911886,1186186
15-04 13:39:46,56.931,14.851,27.970,0,0.248,6634356736,24199385088,84254720,2611834880,0,0,1909206,1140970
15-04 13:39:47,65.063,12.405,22.532,0,0,6653665280,24179331072,84254720,2612547584,0,0,2034796,1136509
15-04 13:39:48,58.145,15.288,26.316,0,0.251,6653874176,24178102272,84254720,2613551104,0,0,2146333,1222400
15-04 13:39:49,61.240,12.661,25.581,0,0.517,6659702784,24171315200,84262912,2614472704,0,49152,1998325,1179206
15-04 13:39:50,58.575,16.887,24.274,0,0.264,6660673536,24169598976,84262912,2615189504,0,0,2032778,1176770
15-04 13:39:51,61.538,12.308,25.897,0,0.256,6666838016,24162451456,84262912,2616164352,0,6258688,1940781,1136911
15-04 13:39:52,61.111,13.889,24.747,0,0.253,6680453120,24147898368,84262912,2617077760,0,0,1927503,1135012
15-04 13:39:53,50.781,13.802,34.896,0,0.521,6679994368,24147673088,84262912,2617733120,0,0,1756617,1019376
15-04 13:39:54,58.568,14.066,26.854,0.256,0.256,6686162944,24140640256,84262912,2618580992,0,32768,1987944,1188477
15-04 13:39:55,58.505,17.268,23.969,0,0.258,6686433280,24139583488,84262912,2619351040,0,0,2119233,1278714
15-04 13:39:56,60.553,13.568,25.377,0,0.503,6693703680,24131330048,84262912,2620301312,0,61440,1978220,1150918
15-04 13:39:57,61.757,13.953,24.031,0,0.258,6693900288,24130457600,84262912,2620960768,0,0,1964236,1181226
15-04 13:39:58,61.282,15.897,22.564,0,0.256,6700535808,24122667008,84262912,2622107648,0,0,2112629,1249103
15-04 13:39:59,54.337,17.092,28.316,0,0.255,6700834816,24121802752,84262912,2622636032,0,20480,1839576,1123941
