"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cassandra-client",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output cassandra-80-workloadb-1024-20201208-160349-client.csv 1 400",,,,"Date:","08 Dec 2020 16:04:01 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
08-12 16:07:49,59.823,28.897,8.745,0,2.535,3485679616,28350709760,45625344,1679114240,0,0,15065951,5977803
08-12 16:07:50,57.875,28.937,11.012,0,2.177,3485306880,28351078400,45629440,1679114240,0,16384,14317258,5813975
08-12 16:07:51,56.544,29.098,12.579,0,1.779,3485544448,28350840832,45629440,1679114240,0,0,14534065,5886002
08-12 16:07:52,58.503,28.426,11.168,0,1.904,3485790208,28350595072,45629440,1679114240,0,0,14996446,6060892
08-12 16:07:53,58.682,28.137,11.660,0,1.521,3485044736,28351340544,45629440,1679114240,0,0,15530430,6203335
08-12 16:07:54,59.125,27.625,11.375,0,1.875,3485757440,28350627840,45629440,1679114240,0,0,14800160,5878311
08-12 16:07:55,56.873,29.760,11.854,0,1.513,3485618176,28350758912,45637632,1679114240,0,16384,15049124,6138020
08-12 16:07:56,59.463,29.284,9.719,0,1.535,3485716480,28350660608,45637632,1679114240,0,0,15992033,6514750
08-12 16:07:57,56.853,31.218,10.279,0,1.650,3485208576,28351168512,45637632,1679114240,0,0,15732648,6294864
08-12 16:07:58,60.648,28.892,8.344,0,2.117,3485429760,28350947328,45637632,1679114240,0,8192,16119078,6394584
08-12 16:07:59,56.722,30.218,11.396,0,1.665,3485396992,28350980096,45637632,1679114240,0,0,15373998,6162447
08-12 16:08:00,59.222,30.866,7.905,0,2.008,3485708288,28350668800,45637632,1679114240,0,0,16578612,6456915
08-12 16:08:01,60.227,29.293,8.081,0,2.399,3485671424,28350701568,45641728,1679114240,0,24576,16312440,6247416
08-12 16:08:02,60.633,28.228,7.089,0,4.051,3486470144,28349902848,45641728,1679114240,0,0,15199927,5845467
08-12 16:08:03,61.286,27.995,7.945,0,2.774,3486027776,28350345216,45641728,1679114240,0,12288,15283240,6048601
08-12 16:08:04,59.114,28.608,9.241,0,3.038,3485880320,28350492672,45641728,1679114240,0,0,14660981,5747317
08-12 16:08:05,61.315,28.824,7.206,0,2.655,3486019584,28350353408,45641728,1679114240,0,0,16394239,6356963
08-12 16:08:06,58.958,29.098,9.784,0,2.160,3485691904,28350681088,45641728,1679114240,0,0,14967169,5972802
08-12 16:08:07,61.266,28.228,7.722,0.127,2.658,3485474816,28350894080,45645824,1679114240,0,49152,15636577,6185175
08-12 16:08:08,56.384,27.686,12.642,0,3.287,3485949952,28350418944,45645824,1679114240,0,0,13234344,5277070
08-12 16:08:09,56.962,28.228,11.646,0,3.165,3484438528,28351930368,45645824,1679114240,0,0,14119517,5539499
08-12 16:08:10,60.777,29.073,8.396,0,1.754,3484774400,28351594496,45645824,1679114240,0,0,16166262,6505081
08-12 16:08:11,58.816,26.448,12.594,0,2.141,3484684288,28351684608,45645824,1679114240,0,0,14067255,5594398
08-12 16:08:12,53.129,25.032,19.029,0,2.810,3484340224,28352028672,45645824,1679114240,0,0,11970874,4824403
08-12 16:08:13,55.115,29.156,13.683,0,2.046,3484090368,28352274432,45649920,1679114240,0,36864,14014716,5540764
08-12 16:08:14,59.873,30.759,7.215,0,2.152,3484672000,28351692800,45649920,1679114240,0,0,16638777,6486689
08-12 16:08:15,62.138,28.805,6.918,0,2.138,3484614656,28351750144,45649920,1679114240,0,0,17089294,6531266
08-12 16:08:16,56.394,28.005,13.555,0,2.046,3484450816,28351913984,45649920,1679114240,0,0,13615869,5477408
08-12 16:08:17,55.146,29.987,13.088,0,1.779,3484475392,28351889408,45649920,1679114240,0,0,14076903,5634273
08-12 16:08:18,54.534,27.720,15.803,0,1.943,3484446720,28351913984,45654016,1679114240,0,28672,13210836,5291195
08-12 16:08:19,61.049,25.843,11.111,0,1.998,3484217344,28352143360,45654016,1679114240,0,0,15013778,5941187
08-12 16:08:20,57.875,29.500,10.500,0,2.125,3484192768,28352167936,45654016,1679114240,0,0,15242132,6028538
08-12 16:08:21,57.668,28.264,10.646,0,3.422,3484475392,28351881216,45654016,1679118336,0,0,14921313,5793880
08-12 16:08:22,57.803,29.338,7.366,0,5.493,3484557312,28351799296,45654016,1679118336,0,0,15662146,5761522
08-12 16:08:23,59.102,29.925,5.611,0,5.362,3484360704,28351995904,45654016,1679118336,0,0,16853209,6205594
08-12 16:08:24,55.138,28.321,5.514,0,11.028,3484622848,28351725568,45662208,1679118336,0,12288,14987367,5372035
08-12 16:08:25,54.500,27.250,5.625,0,12.625,3484819456,28351528960,45662208,1679118336,0,0,15482743,5433185
08-12 16:08:26,59.301,27.840,4.494,0,8.365,3484852224,28351496192,45662208,1679118336,0,0,16086780,5712655
08-12 16:08:27,58.712,28.030,3.157,0,10.101,3484581888,28351766528,45662208,1679118336,0,0,16886079,5757472
08-12 16:08:28,56.696,26.283,4.130,0,12.891,3484999680,28351348736,45662208,1679118336,0,0,16137927,5495403
08-12 16:08:29,60.377,25.157,3.145,0,11.321,3485761536,28350586880,45662208,1679118336,0,0,16723568,5593784
08-12 16:08:30,57.960,26.244,5.348,0,10.448,3485814784,28350529536,45666304,1679118336,0,16384,15199289,5488462
08-12 16:08:31,54.545,25.631,4.293,0,15.530,3485888512,28350455808,45666304,1679118336,0,0,15380570,5177486
08-12 16:08:32,52.861,25.746,5.473,0,15.920,3485487104,28350857216,45666304,1679118336,0,0,14672606,5073418
08-12 16:08:33,58.933,25.310,4.094,0,11.663,3484979200,28351365120,45666304,1679118336,0,0,15593493,5490696
08-12 16:08:34,61.995,26.768,4.419,0,6.818,3485560832,28350783488,45666304,1679118336,0,0,15982500,5803035
08-12 16:08:35,45.241,22.126,13.350,0,19.283,3485691904,28350652416,45666304,1679118336,0,0,10780079,4082305
08-12 16:08:36,38.592,20.388,11.893,0,29.126,3485278208,28351062016,45670400,1679118336,0,16384,11280708,4013975
08-12 16:08:37,53.266,27.010,9.296,0,10.427,3485458432,28350881792,45670400,1679118336,0,0,13271721,4927338
08-12 16:08:38,57.500,27.125,5.375,0,10,3485155328,28351184896,45670400,1679118336,0,0,15203320,5521576
08-12 16:08:39,58.706,27.239,3.607,0,10.448,3485007872,28351332352,45670400,1679118336,0,49152,16341398,5702083
08-12 16:08:40,60.250,28,4.625,0,7.125,3485646848,28350693376,45670400,1679118336,0,0,16043427,5785382
08-12 16:08:41,34.915,21.533,7.299,0,36.253,3486916608,28349423616,45670400,1679118336,0,0,13447297,4243339
08-12 16:08:42,28.117,17.848,7.702,0,46.333,3486777344,28349554688,45678592,1679118336,0,12288,12998833,3887883
08-12 16:08:43,38.395,20.494,5.679,0,35.432,3486097408,28350234624,45678592,1679118336,0,0,15523550,4794653
08-12 16:08:44,57.391,22.733,2.484,0,17.391,3486040064,28350291968,45678592,1679118336,0,24576,17988669,5851608
08-12 16:08:45,45.792,20.545,4.332,0,29.332,3485900800,28350431232,45678592,1679118336,0,0,15767753,4970004
08-12 16:08:46,55.846,26.244,4.851,0,13.060,3485663232,28350668800,45678592,1679118336,0,0,14915723,5296170
08-12 16:08:47,51.056,23.851,4.099,0,20.994,3486040064,28350291968,45678592,1679118336,0,0,15121506,5142532
08-12 16:08:48,59.750,26,3,0,11.250,3486056448,28350267392,45686784,1679118336,0,28672,16680071,5688025
08-12 16:08:49,57.303,25.718,3.870,0,13.109,3486490624,28349833216,45686784,1679118336,0,0,15124135,5338973
08-12 16:08:50,56.566,29.545,4.672,0,9.217,3486973952,28349349888,45686784,1679118336,0,0,15120220,5453137
08-12 16:08:51,62.861,27.854,5.019,0,4.266,3486687232,28349636608,45686784,1679118336,0,0,16694877,6283007
08-12 16:08:52,60.853,28.231,7.528,0,3.388,3486498816,28349825024,45686784,1679118336,0,0,15755974,6008606
08-12 16:08:53,62.799,28.625,5.296,0,3.279,3486867456,28349456384,45686784,1679118336,0,0,17894793,6629827
08-12 16:08:54,59.039,28.445,8.217,0,4.298,3487010816,28349308928,45694976,1679114240,0,24576,15339951,5839524
08-12 16:08:55,63.717,28.066,3.413,0,4.804,3486326784,28349988864,45694976,1679118336,0,0,18184707,6442092
08-12 16:08:56,57.591,28.984,5.897,0,7.528,3486892032,28349423616,45694976,1679118336,0,0,15408509,5486616
08-12 16:08:57,57.268,26.190,2.757,0,13.784,3486867456,28349448192,45694976,1679118336,0,0,17894093,5770829
08-12 16:08:58,57.842,27.729,2.886,0,11.543,3486662656,28349652992,45694976,1679118336,0,0,17955772,5894514
08-12 16:08:59,58.949,26.283,3.755,0,11.014,3486339072,28349972480,45694976,1679122432,0,0,17201475,5862404
08-12 16:09:00,59.925,25.343,5.868,0,8.864,3486257152,28350046208,45703168,1679122432,0,16384,15895387,5551812
08-12 16:09:01,61.952,28.536,3.129,0,6.383,3486478336,28349825024,45703168,1679122432,0,0,17712276,6231108
08-12 16:09:02,57.481,29.052,5.860,0,7.606,3485749248,28350554112,45703168,1679122432,0,0,15338144,5540692
08-12 16:09:03,49.127,23.317,4.988,0,22.569,3486707712,28349595648,45703168,1679122432,0,0,15540975,5105537
08-12 16:09:04,48.371,21.679,3.885,0,26.065,3486208000,28350095360,45703168,1679122432,0,0,16539507,4976020
08-12 16:09:05,16.998,7.072,72.705,0,3.226,3380064256,28456235008,45703168,1679126528,0,0,617167,71473
08-12 16:09:06,0.125,0.374,99.501,0,0,3380056064,28456235008,45711360,1679126528,0,16384,357,348
08-12 16:09:07,1.595,2.699,91.288,0,4.417,1113178112,30723112960,45711360,1679126528,0,0,2745,4855
08-12 16:09:08,2.642,4.528,85.283,2.767,4.780,418426880,31418519552,45748224,1679036416,0,1052672,44702,40564
08-12 16:09:09,0.879,1.131,97.362,0,0.628,418267136,31418650624,45748224,1679048704,0,4096,2996,9597
08-12 16:09:10,2.267,0.756,96.725,0,0.252,424849408,31412068352,45748224,1679060992,0,0,4377,6157
