"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node20",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/sconekv-20200930-141508-workloadf-64-node20.csv 1 400",,,,"Date:","30 Sep 2020 13:15:15 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
30-09 13:18:01,2.683,2.421,91.688,0.458,0.0,2.749,9062952960.0,38748160.0,1542389760.0,26263130112.0,0.0,6639616.0,707313.0,680466.0
30-09 13:18:02,8.027,4.482,83.077,0.0,0.0,4.415,9064153088.0,38756352.0,1542647808.0,26261663744.0,0.0,49152.0,1341543.0,1222610.0
30-09 13:18:03,7.822,5.394,81.389,0.0,0.0,5.394,9064443904.0,38756352.0,1543118848.0,26260901888.0,0.0,0.0,1717016.0,1606093.0
30-09 13:18:04,9.705,4.953,79.050,0.0,0.0,6.292,9064599552.0,38756352.0,1543712768.0,26260152320.0,0.0,0.0,1712528.0,1568810.0
30-09 13:18:05,23.372,6.120,63.542,0.0,0.0,6.966,9065439232.0,38756352.0,1544364032.0,26258661376.0,0.0,0.0,1591174.0,1377468.0
30-09 13:18:06,9.369,4.718,80.930,0.0,0.0,4.983,9116573696.0,38756352.0,1544790016.0,26207100928.0,0.0,0.0,1373090.0,1287761.0
30-09 13:18:07,20.571,6.569,66.622,0.0,0.0,6.238,9140371456.0,38764544.0,1535901696.0,26192183296.0,0.0,45056.0,1629991.0,1494105.0
30-09 13:18:08,17.273,4.964,73.263,0.0,0.0,4.500,9176150016.0,38764544.0,1536397312.0,26155909120.0,0.0,0.0,1229377.0,1115743.0
30-09 13:18:09,5.638,4.228,86.644,0.0,0.0,3.490,9185189888.0,38764544.0,1536712704.0,26146553856.0,0.0,0.0,1265259.0,1175136.0
30-09 13:18:10,10.448,5.224,79.715,0.0,0.0,4.613,9185525760.0,38764544.0,1537105920.0,26145824768.0,0.0,0.0,1282670.0,1129366.0
30-09 13:18:11,21.885,5.735,68.622,0.0,0.0,3.757,9203974144.0,38764544.0,1537478656.0,26127003648.0,0.0,0.0,1144989.0,1010380.0
30-09 13:18:12,5.463,4.064,86.076,0.0,0.0,4.397,9206906880.0,38772736.0,1537884160.0,26123657216.0,0.0,40960.0,1292898.0,1214857.0
30-09 13:18:13,24.833,6.075,64.887,0.0,0.0,4.206,9210400768.0,38772736.0,1538445312.0,26119602176.0,0.0,0.0,1569391.0,1357467.0
30-09 13:18:14,9.169,3.496,83.839,0.0,0.0,3.496,9227055104.0,38772736.0,1538813952.0,26102579200.0,0.0,0.0,977768.0,927799.0
30-09 13:18:15,20.378,5.533,68.286,0.0,0.0,5.803,9229148160.0,38780928.0,1539141632.0,26100150272.0,0.0,57344.0,1178230.0,1099391.0
30-09 13:18:16,38.348,9.066,46.877,0.067,0.0,5.641,9230516224.0,38780928.0,1542066176.0,26095857664.0,0.0,8912896.0,955688.0,836390.0
30-09 13:18:17,12.940,6.503,76.244,0.0,0.0,4.313,9232158720.0,38780928.0,1549185024.0,26087096320.0,0.0,0.0,1634810.0,1481735.0
30-09 13:18:18,8.121,5.839,79.195,0.0,0.0,6.846,9231699968.0,38780928.0,1549778944.0,26086961152.0,0.0,0.0,1928398.0,1794944.0
30-09 13:18:19,5.253,3.856,85.971,0.0,0.0,4.920,9231802368.0,38780928.0,1550438400.0,26086199296.0,0.0,0.0,1337147.0,1222074.0
30-09 13:18:20,8.467,4.800,81.733,0.0,0.0,5.0,9232138240.0,38789120.0,1550770176.0,26085523456.0,0.0,69632.0,1527882.0,1376241.0
30-09 13:18:21,7.667,4.867,82.667,0.0,0.0,4.800,9231994880.0,38789120.0,1551314944.0,26085122048.0,0.0,0.0,1482772.0,1374497.0
30-09 13:18:22,7.498,4.048,84.672,0.0,0.0,3.782,9231794176.0,38789120.0,1551667200.0,26084970496.0,0.0,0.0,1205835.0,1085703.0
30-09 13:18:23,8.896,4.013,82.943,0.0,0.0,4.147,9232347136.0,38789120.0,1552035840.0,26084048896.0,0.0,0.0,1408363.0,1231860.0
30-09 13:18:24,11.520,6.162,75.620,0.0,0.0,6.698,9233104896.0,38789120.0,1552637952.0,26082689024.0,0.0,0.0,2003723.0,1812039.0
30-09 13:18:25,5.948,4.902,84.575,0.065,0.0,4.510,9232896000.0,38797312.0,1553260544.0,26082267136.0,0.0,16384.0,1341683.0,1216477.0
30-09 13:18:26,7.043,4.585,83.389,0.0,0.0,4.983,9233616896.0,38797312.0,1553764352.0,26081042432.0,0.0,0.0,1499581.0,1413436.0
30-09 13:18:27,7.437,4.781,82.470,0.0,0.0,5.312,9232732160.0,38797312.0,1554255872.0,26081435648.0,0.0,0.0,1561390.0,1434449.0
30-09 13:18:28,7.029,5.040,82.560,0.0,0.0,5.371,9232723968.0,38797312.0,1554599936.0,26081099776.0,0.0,0.0,1563451.0,1443646.0
30-09 13:18:29,24.290,6.073,64.620,0.0,0.0,5.017,9232125952.0,38797312.0,1555206144.0,26081091584.0,0.0,0.0,1301853.0,1182983.0
30-09 13:18:30,15.684,5.898,72.922,0.0,0.0,5.496,9234276352.0,38805504.0,1555509248.0,26078629888.0,0.0,16384.0,1473309.0,1318375.0
30-09 13:18:31,20.685,5.731,69.236,0.659,0.0,3.689,9248366592.0,38805504.0,1546366976.0,26073681920.0,0.0,14270464.0,869111.0,799991.0
30-09 13:18:32,3.056,1.756,93.368,0.0,0.0,1.821,9266077696.0,38805504.0,1546792960.0,26055544832.0,0.0,0.0,599497.0,552762.0
30-09 13:18:33,3.947,2.697,90.132,0.0,0.0,3.224,9283215360.0,38805504.0,1547038720.0,26038161408.0,0.0,0.0,909241.0,844877.0
30-09 13:18:34,5.256,2.927,88.357,0.0,0.0,3.460,9283960832.0,38805504.0,1547333632.0,26037121024.0,0.0,0.0,1136546.0,1036035.0
30-09 13:18:35,33.423,7.868,53.531,0.0,0.0,5.178,9286156288.0,38813696.0,1547804672.0,26034446336.0,0.0,77824.0,1513923.0,1226623.0
30-09 13:18:36,27.181,7.852,58.121,0.0,0.0,6.846,9366306816.0,38813696.0,1548451840.0,25953648640.0,0.0,0.0,1802176.0,1622353.0
30-09 13:18:37,7.965,4.685,81.928,0.0,0.0,5.422,9367990272.0,38813696.0,1549103104.0,25951313920.0,0.0,0.0,1542523.0,1436201.0
30-09 13:18:38,8.667,6.067,78.800,0.0,0.0,6.467,9367465984.0,38813696.0,1549545472.0,25951395840.0,0.0,0.0,1825821.0,1687771.0
30-09 13:18:39,5.511,3.453,87.450,0.0,0.0,3.586,9366429696.0,38813696.0,1550077952.0,25951899648.0,0.0,0.0,1204868.0,1107130.0
30-09 13:18:40,6.853,4.990,82.967,0.067,0.0,5.123,9367875584.0,38821888.0,1550532608.0,25949990912.0,0.0,20480.0,1566944.0,1421092.0
30-09 13:18:41,24.308,4.677,67.721,0.0,0.0,3.294,9370656768.0,38821888.0,1550901248.0,25946841088.0,0.0,0.0,959790.0,869935.0
30-09 13:18:42,8.079,5.364,81.457,0.0,0.0,5.099,9371971584.0,38821888.0,1551290368.0,25945137152.0,0.0,0.0,1659784.0,1519826.0
30-09 13:18:43,3.137,3.007,91.307,0.0,0.0,2.549,9372483584.0,38821888.0,1551716352.0,25944199168.0,0.0,0.0,833020.0,760820.0
30-09 13:18:44,9.675,5.500,78.661,0.0,0.0,6.163,9372110848.0,38821888.0,1552039936.0,25944248320.0,0.0,0.0,1651587.0,1495075.0
30-09 13:18:45,10.246,5.256,78.709,0.0,0.0,5.788,9373478912.0,38830080.0,1552633856.0,25942278144.0,0.0,12288.0,1517354.0,1402507.0
30-09 13:18:46,24.339,6.812,63.558,0.0,0.0,5.291,9382027264.0,38830080.0,1553166336.0,25933197312.0,0.0,0.0,1415804.0,1257359.0
30-09 13:18:47,9.779,6.162,77.964,0.0,0.0,6.095,9405628416.0,38830080.0,1553649664.0,25909112832.0,0.0,0.0,1784144.0,1638433.0
30-09 13:18:48,4.483,2.900,89.189,0.0,0.0,3.428,9405251584.0,38830080.0,1554137088.0,25909002240.0,0.0,0.0,1057937.0,976525.0
30-09 13:18:49,7.457,5.393,81.025,0.0,0.0,6.125,9405337600.0,38830080.0,1554632704.0,25908420608.0,0.0,0.0,1720641.0,1564929.0
30-09 13:18:50,5.637,3.846,86.472,0.0,0.0,4.045,9405190144.0,38838272.0,1554993152.0,25908199424.0,0.0,12288.0,1224513.0,1118114.0
30-09 13:18:51,8.699,4.653,81.929,0.405,0.0,4.316,9406361600.0,38838272.0,1555324928.0,25906696192.0,0.0,6291456.0,1404546.0,1280242.0
30-09 13:18:52,5.497,3.141,87.304,0.393,0.0,3.665,9406455808.0,38838272.0,1555795968.0,25906130944.0,0.0,2662400.0,1103774.0,1028257.0
30-09 13:18:53,4.136,3.202,90.260,0.0,0.0,2.402,9405837312.0,38838272.0,1556115456.0,25906429952.0,0.0,0.0,990610.0,922215.0
30-09 13:18:54,19.543,5.574,69.778,0.0,0.0,5.104,9406177280.0,38838272.0,1556418560.0,25905786880.0,0.0,0.0,1243801.0,1095558.0
30-09 13:18:55,16.951,5.979,71.222,0.0,0.0,5.848,9415938048.0,38846464.0,1556836352.0,25895600128.0,0.0,53248.0,1544376.0,1418796.0
30-09 13:18:56,8.201,5.357,80.357,0.0,0.0,6.085,9417539584.0,38846464.0,1557422080.0,25893412864.0,0.0,0.0,1663726.0,1544931.0
30-09 13:18:57,24.751,7.432,61.778,0.0,0.0,6.038,9423065088.0,38846464.0,1557921792.0,25887387648.0,0.0,0.0,1707910.0,1518230.0
30-09 13:18:58,9.633,4.980,81.193,0.0,0.0,4.194,9458794496.0,38846464.0,1558388736.0,25851191296.0,0.0,0.0,1278384.0,1173354.0
30-09 13:18:59,16.477,5.961,71.735,0.0,0.0,5.827,9461055488.0,38846464.0,1558859776.0,25848459264.0,0.0,0.0,1632746.0,1509043.0
30-09 13:19:00,20.499,6.505,67.346,0.0,0.0,5.650,9462259712.0,38854656.0,1559367680.0,25846738944.0,0.0,12288.0,1512899.0,1384475.0
30-09 13:19:01,5.574,4.180,85.136,0.0,0.0,5.109,9462075392.0,38854656.0,1559941120.0,25846349824.0,0.0,1105920.0,1364928.0,1268736.0
30-09 13:19:02,27.315,7.275,59.788,0.0,0.0,5.622,9473814528.0,38854656.0,1551208448.0,25843343360.0,0.0,0.0,1432447.0,1254402.0
30-09 13:19:03,23.642,4.834,66.821,0.0,0.0,4.702,9500147712.0,38854656.0,1551458304.0,25816760320.0,0.0,0.0,1099409.0,967904.0
30-09 13:19:04,10.374,2.758,83.257,0.0,0.0,3.611,9501835264.0,38854656.0,1551724544.0,25814806528.0,0.0,0.0,877423.0,784431.0
30-09 13:19:05,5.475,3.694,86.675,0.0,0.0,4.156,9501282304.0,38866944.0,1551900672.0,25815171072.0,0.0,65536.0,1190427.0,1114669.0
30-09 13:19:06,5.288,4.362,85.922,0.0,0.0,4.428,9500934144.0,38866944.0,1552334848.0,25815085056.0,0.0,0.0,1225396.0,1101480.0
30-09 13:19:07,10.802,5.964,77.270,0.0,0.0,5.964,9502175232.0,38866944.0,1543462912.0,25822715904.0,0.0,0.0,1811443.0,1633748.0
30-09 13:19:08,5.886,3.902,85.714,0.0,0.0,4.497,9502261248.0,38866944.0,1543835648.0,25822257152.0,0.0,0.0,1301527.0,1214883.0
30-09 13:19:09,5.344,4.275,85.905,0.0,0.0,4.476,9502281728.0,38866944.0,1544232960.0,25821839360.0,0.0,0.0,1336970.0,1248628.0
30-09 13:19:10,6.543,3.371,86.319,0.0,0.0,3.767,9502892032.0,38875136.0,1544536064.0,25820917760.0,0.0,49152.0,941372.0,892258.0
30-09 13:19:11,6.912,5.267,81.435,0.066,0.0,6.320,9503748096.0,38875136.0,1544925184.0,25819672576.0,0.0,1126400.0,1617414.0,1452740.0
30-09 13:19:12,6.324,3.821,85.375,0.066,0.0,4.414,9503412224.0,38875136.0,1545474048.0,25819459584.0,0.0,5648384.0,1285619.0,1189517.0
30-09 13:19:13,7.995,3.198,85.809,0.0,0.0,2.998,9503252480.0,38875136.0,1545785344.0,25819308032.0,0.0,0.0,914456.0,836743.0
30-09 13:19:14,8.005,5.270,80.921,0.0,0.0,5.804,9503760384.0,38875136.0,1546207232.0,25818378240.0,0.0,0.0,1739276.0,1578132.0
30-09 13:19:15,17.515,5.221,71.778,0.066,0.0,5.420,9503567872.0,38883328.0,1546797056.0,25817972736.0,0.0,57344.0,1179001.0,1036075.0
30-09 13:19:16,13.974,5.298,75.695,0.0,0.0,5.033,9531813888.0,38883328.0,1547177984.0,25789345792.0,0.0,0.0,1352197.0,1227067.0
30-09 13:19:17,5.948,3.767,85.856,0.0,0.0,4.428,9532522496.0,38883328.0,1547501568.0,25788313600.0,0.0,0.0,1299276.0,1182120.0
30-09 13:19:18,5.750,4.825,84.204,0.0,0.0,5.221,9532375040.0,38883328.0,1547870208.0,25788092416.0,0.0,0.0,1384476.0,1250836.0
30-09 13:19:19,7.612,5.052,80.971,0.0,0.0,6.365,9532944384.0,38883328.0,1548328960.0,25787064320.0,0.0,0.0,1599854.0,1466323.0
30-09 13:19:20,16.678,6.338,70.714,0.0,0.0,6.271,9532133376.0,38891520.0,1548873728.0,25787322368.0,0.0,16384.0,1873256.0,1675671.0
30-09 13:19:21,22.207,6.622,65.953,0.0,0.0,5.217,9537654784.0,38891520.0,1549475840.0,25781198848.0,0.0,0.0,1533444.0,1328157.0
30-09 13:19:22,11.193,3.864,81.879,0.0,0.0,3.065,9538658304.0,38891520.0,1549934592.0,25779736576.0,0.0,0.0,1070885.0,975929.0
30-09 13:19:23,21.774,5.361,67.306,0.0,0.0,5.559,9558048768.0,38891520.0,1550299136.0,25759981568.0,0.0,0.0,1412135.0,1293062.0
30-09 13:19:24,19.249,6.621,68.123,0.0,0.0,6.007,9586311168.0,38891520.0,1550770176.0,25731248128.0,0.0,0.0,1652738.0,1494180.0
30-09 13:19:25,18.390,6.086,70.615,0.065,0.0,4.843,9618657280.0,38899712.0,1551331328.0,25698332672.0,0.0,16384.0,1424095.0,1289555.0
30-09 13:19:26,4.591,3.925,87.558,0.0,0.0,3.925,9630674944.0,38899712.0,1551732736.0,25685913600.0,0.0,0.0,1153070.0,1033336.0
30-09 13:19:27,6.398,3.760,85.554,0.066,0.0,4.222,9630683136.0,38899712.0,1552076800.0,25685561344.0,0.0,6762496.0,1263170.0,1159410.0
30-09 13:19:28,7.119,4.500,83.815,0.0,0.0,4.567,9630253056.0,38899712.0,1552523264.0,25685544960.0,0.0,0.0,1548797.0,1409807.0
30-09 13:19:29,4.178,2.546,90.862,0.0,0.0,2.415,9630449664.0,38899712.0,1552875520.0,25684996096.0,0.0,0.0,799111.0,739413.0
30-09 13:19:30,6.488,4.013,85.619,0.0,0.0,3.880,9630724096.0,38907904.0,1553108992.0,25684480000.0,0.0,57344.0,1305457.0,1213028.0
30-09 13:19:31,10.460,5.796,78.081,0.0,0.0,5.663,9631653888.0,38907904.0,1553485824.0,25683173376.0,0.0,0.0,1737533.0,1569622.0
30-09 13:19:32,8.378,3.989,84.176,0.0,0.0,3.457,9631768576.0,38907904.0,1554022400.0,25682522112.0,0.0,0.0,1252836.0,1134600.0
30-09 13:19:33,4.684,3.904,88.679,0.0,0.0,2.733,9631547392.0,38907904.0,1554427904.0,25682337792.0,0.0,0.0,932264.0,856262.0
30-09 13:19:34,6.070,4.112,86.097,0.0,0.0,3.721,9631985664.0,38907904.0,1554726912.0,25681600512.0,0.0,0.0,1126860.0,1028683.0
30-09 13:19:35,4.456,3.670,88.794,0.0,0.0,3.080,9631993856.0,38916096.0,1555025920.0,25681285120.0,0.0,20480.0,969335.0,857841.0
30-09 13:19:36,4.759,3.437,89.293,0.0,0.0,2.512,9631526912.0,38916096.0,1555292160.0,25681485824.0,0.0,0.0,954844.0,872024.0
30-09 13:19:37,21.896,6.275,66.155,0.0,0.0,5.674,9631617024.0,38916096.0,1555578880.0,25681108992.0,0.0,0.0,1258376.0,1158676.0
30-09 13:19:38,18.365,6.971,67.962,0.0,0.0,6.702,9669853184.0,38916096.0,1556160512.0,25642291200.0,0.0,0.0,1909380.0,1671547.0
30-09 13:19:39,8.545,5.140,80.107,0.0,0.0,6.208,9670701056.0,38916096.0,1556791296.0,25640812544.0,0.0,0.0,1778043.0,1605022.0
30-09 13:19:40,7.733,4.333,83.067,0.0,0.0,4.867,9670676480.0,38924288.0,1557381120.0,25640239104.0,0.0,28672.0,1543799.0,1402028.0
30-09 13:19:41,4.837,3.791,87.712,0.0,0.0,3.660,9671663616.0,38924288.0,1557663744.0,25638969344.0,0.0,0.0,1131435.0,1032527.0
30-09 13:19:42,5.210,3.607,86.640,0.468,0.0,4.075,9671176192.0,38924288.0,1558097920.0,25639022592.0,0.0,6135808.0,1099562.0,1017998.0
30-09 13:19:43,19.118,5.414,71.591,0.0,0.0,3.877,9671237632.0,38924288.0,1558384640.0,25638674432.0,0.0,0.0,1090297.0,950618.0
30-09 13:19:44,42.451,9.682,41.638,0.0,0.0,6.229,9722884096.0,38924288.0,1558953984.0,25586458624.0,0.0,0.0,1707817.0,1274023.0
30-09 13:19:45,11.691,5.350,78.600,0.0,0.0,4.359,9775075328.0,38932480.0,1559502848.0,25533710336.0,0.0,61440.0,1439958.0,1311022.0
30-09 13:19:46,5.831,3.418,86.595,0.0,0.0,4.155,9776656384.0,38932480.0,1559982080.0,25531650048.0,0.0,0.0,1258505.0,1154436.0
30-09 13:19:47,10.404,4.639,80.981,0.0,0.0,3.976,9778294784.0,38932480.0,1550950400.0,25539043328.0,0.0,0.0,1301192.0,1154205.0
30-09 13:19:48,19.607,5.902,69.705,0.0,0.0,4.787,9777217536.0,38932480.0,1551351808.0,25539719168.0,0.0,0.0,1301151.0,1152603.0
30-09 13:19:49,16.589,5.396,73.085,0.0,0.0,4.930,9802055680.0,38932480.0,1551806464.0,25514426368.0,0.0,0.0,1558264.0,1408577.0
30-09 13:19:50,8.845,5.083,80.396,0.0,0.0,5.677,9803235328.0,38944768.0,1552318464.0,25512722432.0,0.0,61440.0,1673432.0,1523399.0
30-09 13:19:51,5.441,4.778,85.202,0.0,0.0,4.579,9804046336.0,38944768.0,1552760832.0,25511469056.0,0.0,0.0,1288279.0,1181137.0
30-09 13:19:52,6.662,4.397,83.877,0.0,0.0,5.063,9803296768.0,38944768.0,1553227776.0,25511751680.0,0.0,0.0,1465225.0,1351701.0
30-09 13:19:53,11.819,4.847,77.623,0.0,0.0,5.710,9804636160.0,38944768.0,1553764352.0,25509875712.0,0.0,0.0,1479398.0,1293020.0
30-09 13:19:54,4.325,2.994,89.887,0.0,0.0,2.794,9804541952.0,38944768.0,1554145280.0,25509588992.0,0.0,0.0,1033730.0,923839.0
30-09 13:19:55,5.407,4.406,86.115,0.0,0.0,4.072,9803919360.0,38952960.0,1554522112.0,25509826560.0,0.0,16384.0,1285254.0,1154964.0
30-09 13:19:56,8.655,5.726,81.092,0.0,0.0,4.527,9803857920.0,38952960.0,1557147648.0,25507262464.0,0.0,0.0,1453924.0,1310014.0
30-09 13:19:57,15.202,6.147,74.025,0.330,0.0,4.296,9804767232.0,38952960.0,1564901376.0,25498599424.0,0.0,12353536.0,1179708.0,1050835.0
30-09 13:19:58,23.185,5.663,67.688,0.0,0.0,3.464,9816641536.0,38952960.0,1565171712.0,25486454784.0,0.0,0.0,1090663.0,1019643.0
30-09 13:19:59,7.754,4.278,84.024,0.0,0.0,3.944,9820491776.0,38952960.0,1565544448.0,25482231808.0,0.0,0.0,1233618.0,1112239.0
30-09 13:20:00,5.851,3.989,86.104,0.0,0.0,4.056,9820639232.0,38961152.0,1565863936.0,25481756672.0,0.0,73728.0,1291098.0,1173396.0
30-09 13:20:01,7.605,5.203,82.588,0.0,0.0,4.603,9820549120.0,38961152.0,1566330880.0,25481379840.0,0.0,0.0,1606854.0,1447983.0
30-09 13:20:02,5.987,4.342,85.395,0.0,0.0,4.276,9820995584.0,38961152.0,1566932992.0,25480331264.0,0.0,0.0,1322246.0,1200207.0
30-09 13:20:03,7.263,5.380,81.775,0.0,0.0,5.582,9821138944.0,38961152.0,1567301632.0,25479819264.0,0.0,0.0,1681808.0,1550249.0
30-09 13:20:04,15.613,5.665,73.320,0.0,0.0,5.402,9821057024.0,38961152.0,1567731712.0,25479471104.0,0.0,0.0,1285919.0,1164109.0
30-09 13:20:05,27.815,7.909,58.311,0.067,0.0,5.898,9822375936.0,38969344.0,1568153600.0,25477722112.0,0.0,20480.0,1607253.0,1347779.0
30-09 13:20:06,22.852,6.836,64.779,0.0,0.0,5.534,9832566784.0,38969344.0,1568702464.0,25466982400.0,0.0,0.0,1536550.0,1378757.0
30-09 13:20:07,3.818,3.028,89.993,0.0,0.0,3.160,9833697280.0,38969344.0,1569157120.0,25465397248.0,0.0,0.0,957767.0,880125.0
30-09 13:20:08,3.675,2.953,90.879,0.0,0.0,2.493,9834090496.0,38969344.0,1569415168.0,25464745984.0,0.0,0.0,849296.0,790733.0
30-09 13:20:09,6.640,4.515,85.126,0.0,0.0,3.718,9833906176.0,38969344.0,1569718272.0,25464627200.0,0.0,0.0,1108967.0,988945.0
30-09 13:20:10,5.489,4.217,86.278,0.0,0.0,4.016,9833955328.0,38977536.0,1570013184.0,25464274944.0,0.0,16384.0,1280992.0,1180806.0
30-09 13:20:11,10.345,5.902,78.183,0.0,0.0,5.570,9836122112.0,38977536.0,1570336768.0,25461784576.0,0.0,0.0,1534122.0,1406444.0
30-09 13:20:12,24.718,5.316,65.249,0.399,0.0,4.319,9844469760.0,38977536.0,1570922496.0,25452851200.0,0.0,10612736.0,1289299.0,1113789.0
30-09 13:20:13,5.497,3.974,86.159,0.0,0.0,4.371,9867321344.0,38977536.0,1571229696.0,25429692416.0,0.0,0.0,1242102.0,1152025.0
30-09 13:20:14,6.790,5.010,82.927,0.0,0.0,5.274,9868759040.0,38977536.0,1571659776.0,25427824640.0,0.0,0.0,1469189.0,1334336.0
30-09 13:20:15,6.698,5.040,83.422,0.0,0.0,4.841,9868894208.0,38985728.0,1572130816.0,25427210240.0,0.0,53248.0,1475463.0,1334221.0
30-09 13:20:16,7.682,4.202,83.979,0.0,0.0,4.137,9868709888.0,38985728.0,1572597760.0,25426927616.0,0.0,0.0,1135237.0,1039563.0
30-09 13:20:17,4.405,2.893,89.546,0.0,0.0,3.156,9868619776.0,38985728.0,1572933632.0,25426681856.0,0.0,0.0,980933.0,881054.0
30-09 13:20:18,11.730,6.958,74.619,0.0,0.0,6.693,9869475840.0,38985728.0,1573339136.0,25425420288.0,0.0,0.0,1974420.0,1730396.0
30-09 13:20:19,12.716,6.924,73.502,0.0,0.0,6.858,9871437824.0,38985728.0,1564651520.0,25432145920.0,0.0,0.0,1833128.0,1677529.0
30-09 13:20:20,22.259,4.850,69.967,0.066,0.0,2.857,9876000768.0,38993920.0,1565102080.0,25427124224.0,0.0,53248.0,981656.0,887393.0
30-09 13:20:21,6.736,2.747,88.031,0.0,0.0,2.485,9896271872.0,38993920.0,1565298688.0,25406656512.0,0.0,0.0,769109.0,720268.0
30-09 13:20:22,7.713,4.427,83.032,0.0,0.0,4.829,9899028480.0,38993920.0,1565609984.0,25403588608.0,0.0,0.0,1545524.0,1446725.0
30-09 13:20:23,10.093,5.312,79.017,0.0,0.0,5.578,9899196416.0,38993920.0,1566142464.0,25402888192.0,0.0,0.0,1540529.0,1409754.0
30-09 13:20:24,7.662,5.730,81.146,0.0,0.0,5.463,9898815488.0,38993920.0,1566642176.0,25402769408.0,0.0,0.0,1716832.0,1534640.0
30-09 13:20:25,4.257,1.906,91.360,0.0,0.0,2.478,9898356736.0,38993920.0,1567227904.0,25402642432.0,0.0,0.0,723052.0,650153.0
30-09 13:20:26,0.824,0.317,98.606,0.0,0.0,0.253,9898754048.0,39002112.0,1567227904.0,25402236928.0,0.0,16384.0,91061.0,61442.0
30-09 13:20:27,0.126,0.063,99.560,0.063,0.0,0.189,9898881024.0,39002112.0,1567227904.0,25402109952.0,0.0,6316032.0,41910.0,46703.0
30-09 13:20:28,0.063,0.063,99.749,0.0,0.0,0.125,9898848256.0,39002112.0,1567227904.0,25402142720.0,0.0,0.0,28557.0,27558.0
30-09 13:20:29,0.063,0.0,99.749,0.0,0.0,0.188,9898848256.0,39002112.0,1567227904.0,25402142720.0,0.0,0.0,28627.0,29323.0
30-09 13:20:30,0.063,0.063,99.812,0.0,0.0,0.063,9898848256.0,39002112.0,1567227904.0,25402142720.0,0.0,0.0,29265.0,28104.0
30-09 13:20:31,0.126,0.126,99.748,0.0,0.0,0.0,9899765760.0,39002112.0,1567227904.0,25401225216.0,0.0,0.0,37202.0,42369.0
30-09 13:20:32,0.0,0.0,99.874,0.0,0.0,0.126,9899601920.0,39010304.0,1567227904.0,25401380864.0,0.0,40960.0,26051.0,25432.0
30-09 13:20:33,0.063,0.0,99.812,0.0,0.0,0.125,9899601920.0,39010304.0,1567227904.0,25401380864.0,0.0,0.0,26744.0,26393.0
30-09 13:20:34,0.0,0.063,99.812,0.0,0.0,0.125,9899601920.0,39010304.0,1567227904.0,25401380864.0,0.0,0.0,26209.0,25807.0
30-09 13:20:35,0.189,0.063,99.560,0.0,0.0,0.189,9899601920.0,39010304.0,1567227904.0,25401380864.0,0.0,0.0,29337.0,29104.0
30-09 13:20:36,0.125,0.0,99.687,0.0,0.0,0.188,9899601920.0,39010304.0,1567227904.0,25401380864.0,0.0,0.0,27553.0,26361.0
30-09 13:20:37,0.063,0.0,99.812,0.0,0.0,0.126,9899601920.0,39010304.0,1567227904.0,25401380864.0,0.0,0.0,27648.0,27366.0
30-09 13:20:38,0.063,0.063,99.812,0.0,0.0,0.063,9899601920.0,39010304.0,1567227904.0,25401380864.0,0.0,0.0,27849.0,27072.0
30-09 13:20:39,0.188,0.063,99.624,0.0,0.0,0.125,9899634688.0,39018496.0,1567219712.0,25401348096.0,0.0,16384.0,37244.0,42816.0
30-09 13:20:40,0.063,0.0,99.874,0.0,0.0,0.063,9899626496.0,39018496.0,1567227904.0,25401348096.0,0.0,0.0,28420.0,27472.0
30-09 13:20:41,0.251,0.0,99.749,0.0,0.0,0.0,9899626496.0,39018496.0,1567227904.0,25401348096.0,0.0,0.0,27706.0,27010.0
30-09 13:20:42,0.063,0.063,99.686,0.0,0.0,0.188,9899593728.0,39018496.0,1567227904.0,25401380864.0,0.0,0.0,37136.0,42723.0
30-09 13:20:43,0.063,0.0,99.749,0.0,0.0,0.188,9899593728.0,39018496.0,1567227904.0,25401380864.0,0.0,0.0,28775.0,28034.0
30-09 13:20:44,0.063,0.0,99.875,0.0,0.0,0.063,9899593728.0,39018496.0,1567227904.0,25401380864.0,0.0,0.0,28189.0,27829.0
30-09 13:20:45,0.063,0.0,99.874,0.0,0.0,0.063,9899593728.0,39018496.0,1567227904.0,25401380864.0,0.0,0.0,28581.0,28995.0
30-09 13:20:46,0.063,0.063,99.687,0.0,0.0,0.188,9899593728.0,39018496.0,1567227904.0,25401380864.0,0.0,0.0,28081.0,27871.0
30-09 13:20:47,0.063,0.0,99.875,0.0,0.0,0.063,9899593728.0,39018496.0,1567227904.0,25401380864.0,0.0,0.0,28035.0,27624.0
30-09 13:20:48,0.126,0.063,99.623,0.0,0.0,0.189,9899593728.0,39018496.0,1567227904.0,25401380864.0,0.0,0.0,28344.0,27609.0
30-09 13:20:49,0.062,0.062,99.688,0.0,0.0,0.188,9899593728.0,39018496.0,1567227904.0,25401380864.0,0.0,0.0,28683.0,28272.0
30-09 13:20:50,0.063,0.0,99.811,0.0,0.0,0.126,9899593728.0,39018496.0,1567227904.0,25401380864.0,0.0,0.0,27558.0,25941.0
